PLAYER,TEAM,YEAR,GP,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV
Grant Hill,PHX,2007,70,31.7,13.1,5.1,10.2,0.5,1.5,2.4,2.8,1.1,4.0,2.9,0.9,0.8,1.4
Rafer Alston,HOU,2007,74,34.1,13.1,4.9,12.5,1.9,5.5,1.3,1.9,0.4,3.1,5.3,1.3,0.2,2.2
Cuttino Mobley,LAC,2007,77,35.1,12.8,4.9,11.3,0.9,2.5,2.1,2.6,0.6,2.9,2.6,1.0,0.4,1.6
Al Thornton,LAC,2007,79,27.3,12.7,4.7,11.0,0.5,1.6,2.7,3.6,1.2,3.3,1.2,0.6,0.5,1.6
Rasheed Wallace,DET,2007,77,30.5,12.7,4.9,11.3,1.5,4.1,1.5,1.9,1.1,5.5,1.8,1.2,1.7,1.1
Nate Robinson,NYK,2007,72,26.2,12.7,4.6,10.9,1.3,4.1,2.1,2.7,0.7,2.4,2.9,0.8,0.0,1.4
Ryan Gomes,MIN,2007,82,29.7,12.6,4.8,10.5,0.7,2.2,2.3,2.8,1.6,4.2,1.8,0.8,0.1,1.2
John Salmons,SAC,2007,81,31.1,12.5,4.7,9.9,0.5,1.5,2.6,3.2,0.9,3.4,2.6,1.1,0.4,2.1
Anthony Parker,TOR,2007,82,32.1,12.5,4.8,10.1,1.6,3.7,1.2,1.5,0.6,3.5,2.2,1.0,0.2,1.1
Willie Green,PHI,2007,74,26.6,12.4,5.1,11.8,0.7,2.4,1.5,2.0,0.4,2.0,2.0,0.7,0.3,1.5
Kenyon Martin,DEN,2007,71,30.4,12.4,5.3,9.8,0.0,0.2,1.7,3.0,1.5,5.0,1.3,1.2,1.2,1.3
Francisco Garcia,SAC,2007,79,26.5,12.3,4.4,9.5,1.4,3.7,2.1,2.6,0.7,2.7,1.6,1.2,0.6,1.6
JR Smith,DEN,2007,74,19.2,12.3,4.2,9.1,2.1,5.3,1.7,2.4,0.6,1.5,1.7,0.8,0.2,1.5
Troy Murphy,IND,2007,75,28.1,12.2,4.2,9.2,1.3,3.1,2.6,3.2,1.4,5.8,2.2,0.7,0.4,1.3
Ronnie Brewer,UTA,2007,76,27.5,12.0,4.7,8.3,0.1,0.7,2.6,3.4,1.3,1.6,1.8,1.7,0.3,0.9
Raja Bell,PHX,2007,75,35.3,11.9,4.2,10.0,2.3,5.9,1.1,1.2,0.6,3.0,2.2,0.7,0.4,0.9
Josh Childress,ATL,2007,76,29.9,11.8,4.3,7.5,0.3,0.8,2.9,3.6,2.3,2.6,1.5,0.9,0.6,1.3
Tyson Chandler,NOH,2007,79,35.2,11.8,4.8,7.7,0.0,0.0,2.2,3.7,4.1,7.7,1.0,0.6,1.1,1.7
Derek Fisher,LAL,2007,82,27.4,11.7,4.1,9.5,1.4,3.4,2.0,2.3,0.3,1.8,2.9,1.0,0.0,1.1
Charlie Villanueva,MIL,2007,76,24.1,11.7,4.7,10.7,0.7,2.4,1.6,2.1,1.9,4.2,1.0,0.4,0.5,1.4
Lou Williams,PHI,2007,80,23.3,11.5,4.0,9.4,0.7,1.9,2.8,3.6,0.5,1.6,3.2,1.0,0.2,1.6
Kirk Hinrich,CHI,2007,75,31.7,11.5,4.4,10.6,1.1,3.2,1.6,1.9,0.4,2.9,6.0,1.2,0.3,2.1
Wally Szczerbiak,CLE,2007,75,23.2,11.5,4.1,9.6,1.2,2.9,2.0,2.3,0.5,2.4,1.4,0.3,0.2,1.0
Hakim Warrick,MEM,2007,75,23.4,11.4,4.4,8.7,0.2,0.6,2.4,3.5,1.6,3.1,0.7,0.5,0.4,1.1
Jose Calderon,TOR,2007,82,30.3,11.2,4.5,8.6,1.0,2.2,1.3,1.5,0.4,2.5,8.3,1.1,0.1,1.5
DeShawn Stevenson,WAS,2007,82,31.3,11.2,3.7,9.5,1.9,5.0,1.9,2.4,0.5,2.4,3.1,0.8,0.2,1.2
Linas Kleiza,DEN,2007,79,23.9,11.1,3.9,8.3,1.2,3.5,2.1,2.7,1.2,3.1,1.2,0.6,0.2,1.1
Andrei Kirilenko,UTA,2007,72,30.8,11.0,3.8,7.6,0.6,1.6,2.8,3.6,1.7,3.0,4.0,1.2,1.5,1.9
Juan Carlos Navarro,MEM,2007,82,25.8,10.9,3.8,9.3,1.9,5.3,1.5,1.8,0.4,2.1,2.2,0.6,0.0,1.6
David Lee,NYK,2007,81,29.1,10.8,4.2,7.6,0.0,0.0,2.4,2.9,3.0,6.0,1.2,0.7,0.4,1.2
Jason Kidd,DAL,2007,80,36.3,10.8,3.8,9.9,1.5,3.9,1.7,2.1,1.2,6.3,10.1,1.7,0.3,3.3
Earl Watson,SEA,2007,78,29.1,10.7,4.3,9.6,0.6,1.7,1.4,1.9,0.6,2.3,6.8,0.9,0.1,2.2
Martell Webster,POR,2007,75,28.4,10.7,3.7,8.7,1.6,4.2,1.6,2.2,0.7,3.2,1.2,0.6,0.4,1.1
Brendan Haywood,WAS,2007,80,27.9,10.6,4.0,7.5,0.0,0.0,2.7,3.7,3.4,3.8,0.9,0.4,1.7,1.4
Rajon Rondo,BOS,2007,77,29.9,10.6,4.6,9.3,0.1,0.2,1.4,2.3,1.0,3.2,5.1,1.7,0.2,1.9
Samuel Dalembert,PHI,2007,82,33.2,10.5,4.1,8.1,0.0,0.0,2.3,3.2,3.7,6.6,0.5,0.5,2.3,1.9
Jeff Green,SEA,2007,80,28.2,10.5,4.0,9.4,0.3,1.0,2.2,3.0,1.3,3.5,1.5,0.6,0.6,2.0
Andris Biedrins,GSW,2007,76,27.3,10.5,4.5,7.1,0.0,0.0,1.5,2.5,3.4,6.4,1.0,0.7,1.2,1.1
Luis Scola,HOU,2007,82,24.7,10.3,4.2,8.2,0.0,0.0,1.9,2.9,2.1,4.3,1.3,0.7,0.2,1.3
Andrea Bargnani,TOR,2007,78,23.9,10.2,3.6,9.3,1.2,3.3,1.8,2.2,0.6,3.1,1.1,0.3,0.5,1.1
Al Horford,ATL,2007,81,31.4,10.1,4.1,8.2,0.0,0.1,1.9,2.6,3.1,6.6,1.5,0.7,0.9,1.7
Joe Smith,CLE,2007,77,22.4,10.1,4.1,8.5,0.0,0.0,2.0,2.6,2.1,3.1,0.9,0.4,0.6,0.9
Michael Finley,SAS,2007,82,26.9,10.1,3.8,9.3,1.6,4.4,0.8,1.0,0.3,2.8,1.4,0.4,0.1,0.7
Jarrett Jack,POR,2007,82,27.2,9.9,3.3,7.6,0.8,2.3,2.6,3.0,0.4,2.5,3.8,0.7,0.0,2.2
Kyle Korver,UTA,2007,75,23.1,9.9,3.4,7.7,1.5,3.9,1.6,1.7,0.3,2.0,1.3,0.6,0.4,1.0
Bostjan Nachbar,NJN,2007,75,22.1,9.8,3.3,8.1,1.3,3.5,2.1,2.6,0.7,2.7,1.2,0.6,0.3,1.1
Nick Collison,SEA,2007,78,28.5,9.8,4.1,8.2,0.0,0.0,1.6,2.1,3.3,6.1,1.4,0.6,0.8,1.5
Kyle Lowry,MEM,2007,82,25.5,9.6,3.1,7.2,0.4,1.7,3.0,4.2,0.5,2.5,3.6,1.1,0.3,1.5
Craig Smith,MIN,2007,77,20.1,9.4,3.9,6.9,0.0,0.1,1.7,2.6,1.6,3.0,0.8,0.5,0.2,1.2
Shane Battier,HOU,2007,80,36.3,9.3,3.3,7.7,1.7,4.6,0.9,1.3,1.6,3.5,1.9,1.0,1.1,1.0
Damien Wilkins,SEA,2007,76,24.3,9.2,3.6,8.9,0.7,2.0,1.4,1.9,0.9,2.3,2.0,0.8,0.3,1.2
Jordan Farmar,LAL,2007,82,20.6,9.1,3.5,7.7,1.4,3.7,0.6,1.0,0.5,1.8,2.7,0.9,0.1,1.3
Marcus Camby,DEN,2007,79,34.9,9.1,3.6,8.0,0.1,0.3,1.8,2.6,2.9,10.2,3.3,1.1,3.6,1.5
Bonzi Wells,NOH,2007,73,21.4,9.1,3.5,7.8,0.2,0.7,2.0,3.1,1.2,3.4,1.3,1.0,0.4,1.4
Roger Mason Jr.,WAS,2007,80,21.4,9.1,3.3,7.5,1.6,4.1,0.8,0.9,0.2,1.4,1.7,0.5,0.2,0.9
Carlos Delfino,TOR,2007,82,23.5,9.0,3.1,7.7,1.5,3.8,1.4,1.9,0.8,3.6,1.8,0.8,0.1,0.9
Matt Carroll,CHA,2007,80,25.2,9.0,3.2,7.4,1.3,3.0,1.4,1.7,0.4,2.4,0.9,0.6,0.2,0.7
Maurice Evans,ORL,2007,75,22.9,8.9,3.5,7.3,1.1,2.8,0.8,1.1,1.2,1.7,1.1,0.6,0.1,0.5
Boris Diaw,PHX,2007,82,28.1,8.8,3.8,7.9,0.2,0.5,1.2,1.6,1.2,3.4,3.9,0.7,0.5,1.9
Sasha Vujacic,LAL,2007,72,17.8,8.8,3.0,6.7,1.6,3.8,1.1,1.3,0.3,1.9,1.0,0.5,0.1,0.7
Antonio McDyess,DET,2007,78,29.3,8.8,3.8,7.7,0.0,0.0,1.2,2.0,2.6,5.9,1.1,0.8,0.7,1.0
Keith Bogans,ORL,2007,82,26.8,8.7,2.9,7.2,1.8,5.0,1.0,1.3,0.5,2.7,1.3,0.7,0.1,0.6
Kelenna Azubuike,GSW,2007,81,21.4,8.5,3.2,7.2,0.9,2.4,1.2,1.7,1.3,2.7,0.9,0.6,0.4,0.7
Steve Blake,POR,2007,81,29.9,8.5,3.2,7.9,1.5,3.7,0.6,0.8,0.4,2.0,5.1,0.7,0.0,1.4
Mikki Moore,SAC,2007,82,29.1,8.5,3.4,6.0,0.0,0.0,1.6,2.2,2.0,4.1,1.0,0.4,0.6,1.3
Jamario Moon,TOR,2007,78,27.8,8.5,3.6,7.4,0.5,1.6,0.8,1.1,1.2,5.0,1.2,1.0,1.4,0.7
Antonio Daniels,WAS,2007,71,30.4,8.4,2.9,6.3,0.2,1.0,2.4,3.1,0.3,2.5,4.8,1.0,0.0,1.3
Kareem Rush,IND,2007,71,21.2,8.3,3.2,8.0,1.4,3.7,0.4,0.6,0.3,2.1,1.3,0.6,0.3,0.9
Marko Jaric,MIN,2007,75,29.2,8.3,3.0,7.0,0.6,1.7,1.6,2.2,0.5,2.5,4.1,1.3,0.4,1.7
Brandon Bass,DAL,2007,79,19.7,8.3,3.1,6.2,0.0,0.1,2.1,2.5,1.5,2.9,0.7,0.3,0.6,1.0
Thaddeus Young,PHI,2007,74,21.0,8.2,3.6,6.6,0.1,0.3,1.0,1.4,1.6,2.6,0.8,1.0,0.1,0.9
Josh Boone,NJN,2007,70,25.3,8.2,3.4,6.2,0.0,0.0,1.4,3.1,2.7,4.5,0.8,0.5,0.9,1.0
Marquis Daniels,IND,2007,74,20.9,8.2,3.3,7.6,0.4,1.4,1.3,1.9,0.9,2.0,1.9,1.1,0.2,1.5
Matt Harpring,UTA,2007,76,18.1,8.2,3.1,6.2,0.0,0.1,1.9,2.7,1.3,1.9,1.1,0.6,0.2,1.3
Keyon Dooling,ORL,2007,72,18.5,8.1,2.8,5.9,0.3,0.9,2.3,2.7,0.1,1.3,1.8,0.5,0.1,0.8
Paul Millsap,UTA,2007,82,20.8,8.1,3.1,6.1,0.0,0.0,1.9,2.8,2.0,3.6,1.0,0.9,0.9,1.1
Jannero Pargo,NOH,2007,80,18.7,8.1,3.2,8.2,0.8,2.3,0.9,1.0,0.3,1.3,2.4,0.6,0.1,1.2
Morris Peterson,NOH,2007,76,23.6,8.0,2.8,6.8,1.5,3.8,0.9,1.1,0.5,2.2,0.9,0.6,0.1,0.5
Jason Maxiell,DET,2007,82,21.6,7.9,2.9,5.4,0.0,0.0,2.1,3.3,2.2,3.1,0.6,0.3,1.1,0.9
Nazr Mohammed,CHA,2007,82,20.1,7.8,3.3,6.4,0.0,0.0,1.2,2.0,2.4,3.7,0.9,0.5,0.7,1.2
Anthony Carter,DEN,2007,70,28.0,7.8,3.1,6.8,0.6,1.8,0.9,1.2,0.4,2.5,5.5,1.5,0.4,1.8
Rasho Nesterovic,TOR,2007,71,20.9,7.8,3.6,6.6,0.0,0.0,0.5,0.7,1.8,3.0,1.2,0.3,0.7,0.8
Bobby Jackson,HOU,2007,72,19.3,7.7,2.8,7.0,1.1,3.1,0.9,1.1,0.5,2.1,1.9,0.6,0.1,0.8
Luther Head,HOU,2007,73,18.9,7.6,2.8,6.5,1.1,3.1,0.9,1.1,0.2,1.6,1.9,0.6,0.1,1.0
Fred Jones,NYK,2007,70,25.1,7.6,2.6,6.2,1.1,2.7,1.3,1.8,0.4,2.0,2.4,0.7,0.3,1.1
Bobby Simmons,MIL,2007,70,21.7,7.6,3.0,7.1,0.9,2.4,0.8,1.0,1.0,2.3,1.1,0.7,0.1,1.1
Andray Blatche,WAS,2007,82,20.4,7.5,3.1,6.5,0.0,0.2,1.3,1.9,2.0,3.2,1.1,0.6,1.4,1.4
Devin Brown,CLE,2007,78,22.6,7.5,2.8,6.8,0.6,1.9,1.4,1.8,0.8,2.5,2.2,0.7,0.1,1.3
Eddie House,BOS,2007,78,19.0,7.5,2.8,6.8,1.5,3.8,0.4,0.5,0.2,1.9,1.9,0.8,0.1,1.0
Nick Young,WAS,2007,75,15.4,7.5,2.8,6.4,0.5,1.3,1.3,1.7,0.3,1.2,0.8,0.5,0.1,1.3
James Posey,BOS,2007,74,24.6,7.4,2.3,5.6,1.4,3.8,1.3,1.6,0.4,3.9,1.5,1.0,0.3,0.9
Luke Walton,LAL,2007,74,23.4,7.2,2.9,6.5,0.4,1.1,1.0,1.5,1.1,2.8,2.9,0.8,0.2,1.4
Darko Milicic,MEM,2007,70,23.8,7.2,3.1,7.1,0.0,0.0,1.0,1.7,1.8,4.2,0.8,0.5,1.6,1.4
Jason Kapono,TOR,2007,81,18.9,7.2,3.0,6.1,0.7,1.5,0.5,0.5,0.4,1.1,0.8,0.4,0.0,0.7
Kendrick Perkins,BOS,2007,78,24.5,6.9,2.7,4.5,0.0,0.0,1.5,2.3,1.9,4.2,1.1,0.4,1.5,1.6
Channing Frye,POR,2007,78,17.2,6.8,2.8,5.8,0.0,0.1,1.1,1.4,1.4,3.2,0.7,0.4,0.3,0.7
Tyrus Thomas,CHI,2007,74,18.0,6.8,2.5,5.9,0.0,0.1,1.7,2.4,1.4,3.2,1.2,0.6,1.0,1.0
Jarvis Hayes,DET,2007,82,15.7,6.7,2.6,6.1,0.9,2.4,0.5,0.7,0.4,1.7,0.8,0.6,0.1,0.6
Matt Barnes,GSW,2007,73,19.4,6.7,2.6,6.1,0.7,2.5,0.8,1.1,1.3,3.2,1.9,0.7,0.5,1.2
Ronny Turiaf,LAL,2007,78,18.7,6.6,2.4,5.1,0.0,0.0,1.8,2.4,1.2,2.7,1.6,0.4,1.4,0.9
Joakim Noah,CHI,2007,74,20.7,6.6,2.4,5.0,0.0,0.0,1.8,2.6,2.4,3.3,1.1,0.9,0.9,1.2
Tony Allen,BOS,2007,75,18.3,6.6,2.3,5.2,0.2,0.8,1.8,2.4,0.5,1.8,1.5,0.8,0.3,1.5
Jeff Foster,IND,2007,77,24.5,6.4,2.7,4.8,0.0,0.0,1.1,1.9,3.4,5.2,1.7,0.7,0.4,0.8
Kurt Thomas,SAS,2007,70,22.6,6.3,2.8,5.7,0.0,0.0,0.8,1.1,1.9,5.4,1.0,0.8,0.8,0.7
Darius Songaila,WAS,2007,80,19.4,6.2,2.7,5.8,0.0,0.0,0.8,0.9,1.0,2.4,1.7,0.7,0.2,1.1
Erick Dampier,DAL,2007,72,24.4,6.1,2.5,3.8,0.0,0.0,1.2,2.0,2.9,4.6,0.9,0.3,1.5,1.1
Johan Petro,SEA,2007,72,18.2,6.0,2.6,6.1,0.0,0.0,0.9,1.2,1.4,3.8,0.4,0.5,0.6,1.0
Bruce Bowen,SAS,2007,81,30.2,6.0,2.1,5.3,1.1,2.7,0.6,0.9,0.4,2.5,1.1,0.7,0.3,0.6
Eduardo Najera,DEN,2007,78,21.3,5.9,2.2,4.7,0.7,1.9,0.8,1.1,1.4,2.9,1.2,0.9,0.5,0.8
Rodney Carney,PHI,2007,70,14.8,5.8,2.3,5.6,0.5,1.7,0.8,1.2,0.7,1.4,0.5,0.6,0.3,0.5
Corey Brewer,MIN,2007,79,22.8,5.8,2.3,6.2,0.1,0.5,1.1,1.4,1.0,2.7,1.4,1.0,0.3,1.1
Ime Udoka,SAS,2007,73,18.0,5.8,2.2,5.1,0.8,2.3,0.6,0.8,0.5,2.6,0.9,0.8,0.2,0.8
Jared Dudley,CHA,2007,73,19.0,5.8,2.2,4.8,0.1,0.6,1.2,1.6,1.7,2.3,1.1,0.8,0.1,0.7
Kris Humphries,TOR,2007,70,13.2,5.7,2.3,4.8,0.0,0.0,1.1,1.8,1.3,2.4,0.4,0.4,0.4,0.7
Sean Williams,NJN,2007,73,17.5,5.6,2.2,4.2,0.0,0.0,1.1,1.8,1.6,2.8,0.4,0.4,1.5,1.0
Royal Ivey,MIL,2007,75,19.2,5.6,2.0,5.0,0.5,1.4,1.1,1.6,0.5,1.1,2.1,0.6,0.1,1.0
Reggie Evans,PHI,2007,81,23.2,5.2,1.9,4.3,0.0,0.0,1.5,3.2,2.8,4.8,0.8,1.1,0.1,1.3
Fabricio Oberto,SAS,2007,82,20.0,4.8,2.2,3.6,0.0,0.0,0.5,0.7,1.9,3.4,1.2,0.5,0.2,0.6
Ben Wallace,CLE,2007,72,30.6,4.8,1.9,4.9,0.0,0.1,1.0,2.3,3.3,5.1,1.5,1.2,1.6,0.9
Joel Przybilla,POR,2007,77,23.6,4.8,1.9,3.2,0.0,0.0,1.1,1.6,2.5,5.9,0.4,0.2,1.2,1.2
Quincy Douby,SAC,2007,74,11.8,4.8,1.8,4.5,0.6,1.6,0.6,0.7,0.2,0.9,0.7,0.4,0.2,0.8
Spencer Hawes,SAC,2007,71,13.1,4.7,2.1,4.5,0.1,0.3,0.5,0.8,1.0,2.3,0.6,0.2,0.6,0.8
Malik Allen,DAL,2007,73,15.0,4.6,2.2,4.5,0.0,0.0,0.3,0.3,0.9,1.8,0.6,0.3,0.4,0.6
Brevin Knight,LAC,2007,74,22.6,4.6,1.9,4.6,0.0,0.1,0.8,1.0,0.2,1.7,4.4,1.4,0.1,1.0
Jason Smith,PHI,2007,76,14.6,4.5,1.9,4.1,0.1,0.2,0.7,1.1,1.0,2.0,0.3,0.3,0.7,0.6
Jacque Vaughn,SAS,2007,74,15.4,4.1,1.6,3.8,0.0,0.1,0.8,1.1,0.2,0.8,2.1,0.3,0.0,0.7
Quinton Ross,LAC,2007,76,19.8,4.1,1.7,4.4,0.1,0.3,0.5,0.8,0.7,1.6,1.2,0.6,0.4,0.4
Jared Jeffries,NYK,2007,73,18.2,3.7,1.5,3.7,0.1,0.3,0.7,1.3,1.6,1.7,0.9,0.5,0.3,0.9
Arron Afflalo,DET,2007,75,12.9,3.7,1.3,3.2,0.1,0.6,0.9,1.2,0.5,1.3,0.7,0.4,0.1,0.5
Chuck Hayes,HOU,2007,79,19.9,3.0,1.4,2.8,0.0,0.0,0.1,0.3,1.7,3.7,1.2,1.1,0.5,0.8
DeSagana Diop,NJN,2007,79,16.4,2.9,1.2,2.3,0.0,0.0,0.5,0.9,2.0,2.9,0.5,0.3,1.1,0.7
Sergio Rodriguez,POR,2007,72,8.7,2.5,1.0,2.7,0.2,0.8,0.3,0.5,0.2,0.6,1.7,0.3,0.0,0.7
Adonal Foyle,ORL,2007,82,9.4,1.9,0.9,1.9,0.0,0.0,0.2,0.4,0.9,1.7,0.2,0.2,0.5,0.4
Jason Collins,MEM,2007,74,15.8,1.9,0.7,1.5,0.0,0.0,0.5,1.0,0.9,1.5,0.3,0.3,0.3,0.6
Jarron Collins,UTA,2007,70,10.0,1.7,0.5,1.2,0.0,0.0,0.7,1.1,0.6,1.1,0.5,0.1,0.1,0.3
Dwyane Wade,MIA,2008,79,38.6,30.2,10.8,22.0,1.1,3.5,7.5,9.8,1.1,3.9,7.5,2.2,1.3,3.4
LeBron James,CLE,2008,81,37.7,28.4,9.7,19.9,1.6,4.7,7.3,9.4,1.3,6.3,7.2,1.7,1.1,3.0
Kobe Bryant,LAL,2008,82,36.1,26.8,9.8,20.9,1.4,4.1,5.9,6.9,1.1,4.1,4.9,1.5,0.5,2.6
Dirk Nowitzki,DAL,2008,81,37.7,25.9,9.6,20.0,0.8,2.1,6.0,6.7,1.1,7.3,2.4,0.8,0.8,1.9
Danny Granger,IND,2008,67,36.2,25.8,8.5,19.1,2.7,6.7,6.0,6.9,0.7,4.4,2.7,1.0,1.4,2.5
Kevin Durant,OKC,2008,74,39.0,25.3,8.9,18.8,1.3,3.1,6.1,7.1,1.0,5.5,2.8,1.3,0.7,3.0
Chris Paul,NOH,2008,78,38.5,22.8,8.1,16.1,0.8,2.3,5.8,6.7,0.9,4.7,11.0,2.8,0.1,3.0
Carmelo Anthony,DEN,2008,66,34.5,22.8,8.1,18.3,1.0,2.6,5.6,7.1,1.6,5.2,3.4,1.1,0.4,3.0
Chris Bosh,TOR,2008,77,38.0,22.7,8.0,16.4,0.2,0.6,6.5,8.0,2.8,7.2,2.5,0.9,1.0,2.3
Brandon Roy,POR,2008,78,37.2,22.6,8.1,16.9,1.1,2.8,5.3,6.5,1.3,3.4,5.1,1.1,0.3,1.9
Antawn Jamison,WAS,2008,81,38.2,22.2,8.3,17.8,1.4,3.9,4.2,5.6,2.4,6.5,1.9,1.2,0.3,1.5
Tony Parker,SAS,2008,72,34.1,22.0,8.9,17.5,0.3,0.9,3.9,5.0,0.4,2.7,6.9,0.9,0.1,2.6
Joe Johnson,ATL,2008,79,39.5,21.4,7.8,18.0,1.9,5.2,3.8,4.6,0.8,3.6,5.8,1.1,0.2,2.5
Devin Harris,NJN,2008,69,36.1,21.3,6.6,15.1,0.9,3.2,7.2,8.8,0.4,2.9,6.9,1.7,0.2,3.1
David West,NOH,2008,76,39.2,21.0,8.0,17.0,0.1,0.3,4.8,5.5,2.1,6.4,2.3,0.6,0.9,2.1
Vince Carter,NJN,2008,80,36.8,20.8,7.4,16.8,1.9,4.9,4.2,5.1,0.9,4.2,4.7,1.0,0.5,2.1
Ben Gordon,CHI,2008,82,36.6,20.7,7.3,16.0,2.1,5.1,4.0,4.7,0.6,2.8,3.4,0.9,0.3,2.4
Dwight Howard,ORL,2008,79,35.7,20.6,7.1,12.4,0.0,0.0,6.4,10.7,4.3,9.6,1.4,1.0,2.9,3.0
Paul Pierce,BOS,2008,81,37.5,20.5,6.7,14.6,1.5,3.8,5.7,6.8,0.7,5.0,3.6,1.0,0.3,2.8
Al Harrington,NYK,2008,73,34.9,20.1,7.3,16.6,2.3,6.4,3.2,4.0,1.4,4.9,1.4,1.2,0.3,2.2
Yao Ming,HOU,2008,77,33.6,19.7,7.4,13.4,0.0,0.0,4.9,5.7,2.6,7.2,1.8,0.4,1.9,3.0
Richard Jefferson,MIL,2008,82,35.8,19.6,6.5,14.9,1.4,3.6,5.1,6.3,0.7,3.9,2.4,0.8,0.2,2.0
Jason Terry,DAL,2008,74,33.7,19.6,7.3,15.8,2.3,6.2,2.7,3.0,0.5,1.9,3.4,1.3,0.3,1.6
Tim Duncan,SAS,2008,75,33.6,19.3,7.4,14.8,0.0,0.0,4.5,6.4,2.7,8.0,3.5,0.5,1.7,2.2
Rudy Gay,MEM,2008,79,37.3,18.9,7.2,16.0,1.1,3.1,3.3,4.4,1.4,4.2,1.7,1.2,0.7,2.6
Pau Gasol,LAL,2008,81,37.0,18.9,7.3,12.9,0.0,0.0,4.2,5.4,3.2,6.4,3.5,0.6,1.0,1.9
Andre Iguodala,PHI,2008,82,39.9,18.8,6.6,14.0,1.0,3.2,4.6,6.4,1.1,4.6,5.3,1.6,0.4,2.7
O.J. Mayo,MEM,2008,82,38.0,18.5,6.9,15.6,1.8,4.6,3.0,3.4,0.7,3.1,3.2,1.1,0.2,2.8
John Salmons,CHI,2008,79,37.5,18.3,6.5,13.8,1.6,3.8,3.6,4.4,0.7,3.5,3.2,1.1,0.3,2.1
Ray Allen,BOS,2008,79,36.4,18.2,6.3,13.2,2.5,6.2,3.0,3.2,0.8,2.7,2.8,0.9,0.2,1.7
LaMarcus Aldridge,POR,2008,81,37.1,18.1,7.4,15.3,0.1,0.3,3.2,4.1,2.9,4.6,1.9,1.0,1.0,1.5
Mo Williams,CLE,2008,81,35.0,17.8,6.5,13.9,2.3,5.2,2.6,2.8,0.6,2.9,4.1,0.9,0.1,2.2
Shaquille O'Neal,PHX,2008,75,30.0,17.8,6.8,11.2,0.0,0.0,4.1,6.9,2.5,5.9,1.7,0.7,1.4,2.2
Rashard Lewis,ORL,2008,79,36.2,17.7,6.1,13.8,2.8,7.0,2.8,3.4,1.2,4.6,2.6,1.0,0.6,2.0
Chauncey Billups,DEN,2008,79,35.3,17.7,5.2,12.4,2.1,5.0,5.3,5.8,0.4,2.6,6.4,1.2,0.2,2.2
Nate Robinson,NYK,2008,74,29.9,17.2,6.1,13.9,1.7,5.2,3.4,4.0,1.3,2.6,4.1,1.3,0.1,1.9
Mehmet Okur,UTA,2008,72,33.5,17.0,6.0,12.3,1.3,2.8,3.8,4.6,1.7,6.0,1.7,0.8,0.7,1.8
Jason Richardson,PHX,2008,72,33.5,16.8,6.5,13.5,1.8,4.5,2.1,2.8,1.1,3.4,2.0,1.1,0.4,1.3
Al Thornton,LAC,2008,71,37.4,16.8,6.6,14.8,0.3,1.1,3.3,4.4,1.7,3.5,1.5,0.8,0.9,1.8
Hedo Turkoglu,ORL,2008,77,36.6,16.8,5.5,13.3,1.7,4.9,4.1,5.1,0.6,4.7,4.9,0.8,0.2,2.6
Derrick Rose,CHI,2008,81,37.0,16.8,7.1,14.9,0.2,0.9,2.4,3.1,1.2,2.7,6.3,0.8,0.2,2.5
Gerald Wallace,CHA,2008,71,37.6,16.6,5.5,11.4,0.5,1.8,5.1,6.4,1.6,6.2,2.7,1.7,0.9,2.1
Jeff Green,OKC,2008,78,36.8,16.5,6.1,13.7,1.2,3.2,3.1,3.9,1.5,5.1,2.0,1.0,0.4,2.2
Andre Miller,PHI,2008,82,36.3,16.3,6.0,12.7,0.2,0.6,4.1,5.0,1.5,3.0,6.5,1.3,0.2,2.4
Randy Foye,MIN,2008,70,35.6,16.3,5.7,14.0,1.6,4.4,3.3,3.9,0.5,2.6,4.3,1.0,0.4,2.1
Charlie Villanueva,MIL,2008,78,26.9,16.2,6.2,14.0,1.1,3.3,2.6,3.1,2.0,4.7,1.8,0.6,0.7,1.8
Eric Gordon,LAC,2008,78,34.3,16.1,5.3,11.6,1.7,4.3,3.8,4.5,0.6,2.0,2.8,1.0,0.4,2.1
David Lee,NYK,2008,81,34.9,16.0,6.4,11.7,0.0,0.0,3.1,4.1,3.2,8.6,2.1,1.0,0.3,1.9
Steve Nash,PHX,2008,74,33.6,15.7,5.8,11.5,1.5,3.3,2.6,2.8,0.3,2.8,9.7,0.7,0.1,3.4
Andrea Bargnani,TOR,2008,78,31.4,15.4,5.5,12.3,1.5,3.7,2.8,3.4,0.9,4.4,1.2,0.4,1.2,1.7
Russell Westbrook,OKC,2008,82,32.5,15.3,5.3,13.4,0.4,1.6,4.3,5.2,2.2,2.7,5.3,1.3,0.2,3.3
Thaddeus Young,PHI,2008,75,34.4,15.3,6.3,12.8,0.7,2.2,1.9,2.5,1.9,3.2,1.1,1.3,0.3,1.6
JR Smith,DEN,2008,81,27.7,15.2,5.2,11.7,2.2,5.6,2.5,3.4,0.5,3.1,2.8,1.0,0.2,1.9
T.J. Ford,IND,2008,74,30.5,14.9,5.6,12.3,0.5,1.4,3.3,3.8,0.8,2.7,5.3,1.2,0.2,2.4
Mike Bibby,ATL,2008,79,34.7,14.9,5.5,12.7,2.1,5.4,1.7,2.2,0.5,3.0,5.0,1.2,0.1,1.6
